stressor,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"CO - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air",17600752.538547553,16751805.945814293,17509365.353092786,16343738.67103004,14596981.706239006,14361562.435926689,10748976.975097165,7967236.957133422,7881759.766758824,7613622.681246595,9337181.327844141,9164137.756409258,8906025.61417937,7463676.112094987,6313086.968441351,7112632.579669707,7112632.5796656655,7161084.78872445,6805787.993485692
CO - non combustion - Glass production - air,124704.7434382681,117398.44457075225,124661.12811028455,126452.52966140796,117069.0122046729,110129.67007684468,111203.57997146876,110695.49071726466,117166.21870404354,122293.32426654082,131765.82828390886,135315.5212002058,129500.57174084356,141935.7371748173,142659.3017925995,147351.68739652564,147351.68739653256,159706.20499980033,159235.42491807006
CO - non combustion - Lime production - air,166243636.67538416,173492469.59929526,180741302.5231774,187990135.44720137,195238968.3707867,175458316.7821594,176638749.0158278,177819181.24953252,178999613.48323113,186743625.64666662,194238678.491735,206980075.31194705,215224204.08722568,229464615.82733142,221221505.81727856,234716887.49829257,245960616.10731936,291205507.07486725,309483648.36215746
CO - non combustion - Oil refinery - air,292940670.00001615,300503620.0000394,309245900.00000256,314612164.9999436,306383644.99995315,317266275.0001601,317038655.0000014,313624640.00009024,326775109.999987,341262515.000004,345934045.0000475,347153180.0000061,343885655.0000815,346526275.00001,336977824.99995685,342006840.000017,345545400.00002486,388695345.53969747,345788959.2680165
"CO - non combustion - Pig iron production, blast furnace - air",16878237332.542467,17179203202.031427,17464066129.636963,17535169923.282578,17463180715.020763,17395059829.083065,18840877828.771152,20128183106.931213,21521014745.3903,23105837745.113113,24904059384.210674,26523118949.615643,28071804696.98097,29839453014.409134,31003347226.430428,32801762993.517254,32828914077.79456,35180084375.45447,33569695188.82613
CO - non combustion - Primary aluminium production - air,7981717743.549077,8110108546.069102,8238499348.59116,8366890151.112655,8495280953.635723,8672988195.98196,8677474821.904675,9499398370.088886,10403535547.146093,11364501928.33587,12410935951.361582,13409018619.48281,15430461386.713848,16381130442.664593,15284008315.109549,17518909274.813625,19136524122.29607,19869688415.90843,19418476031.5795
CO - non combustion - Production of coke oven coke - air,1064062335.799325,1051992229.6996033,1066818631.9996878,1022393055.7998539,992064002.2997605,1017276942.0003945,1016693856.760802,1002291572.8325046,1052811572.316441,1100050771.8133194,1161517467.550147,1221423531.1868048,1262325019.8487225,1259531304.5479186,1203923410.5819013,1357137993.7507935,1436990256.3193862,1563550364.5879745,1601206964.6611845
CO - non combustion - Production of gascoke - air,2744000.0000047237,2616000.0000037136,2799999.999996419,3091200.000000575,3431999.9999980833,3576000.0000004345,3832000.0000020457,3528000.0000029486,3758400.00000258,4924799.999999568,4976000.0000017425,4895999.999999905,5316800.000000142,4518399.999998645,3743999.999999187,3971199.9999952693,3295999.999999115,4031605.5627227,4526523.560031983
"CO - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air",100670408.41967505,88955872.04460159,102929515.47619759,107200255.25541739,105212131.76190493,99434865.4047613,99562385.81152359,132916410.34413256,143696267.86579564,158957583.7316077,186891365.00613156,205963048.56835106,223011438.96224383,231205978.4695311,238579216.25212798,250630337.59482363,250630337.59490395,246914406.48753083,240756987.90326715
CO - non combustion - Steel production: basic oxygen furnace - air,6088410981.2064085,6132020092.382115,6175629203.557156,6219238314.730585,6262847425.905397,5537882865.334537,5607583252.149128,6009171007.866668,6496848841.584803,7158558766.813644,7780703000.549404,8530158015.140747,9249443733.131025,9260910520.129965,8574851993.197363,9977058622.846865,10700464442.98348,11575782224.74261,11044114950.386923
CO - non combustion - Steel production: electric arc furnace - air,2973189705.1084547,3004244643.410483,3035299581.7109165,3066354520.012336,3097409458.311895,2626980221.9478993,2581605947.6770043,2695506391.7696333,2847599697.8574643,3073503808.7626367,3278422308.1922607,3544257975.571524,3793350558.9646196,3750222931.466962,3429340255.5993905,3950820426.9776464,4279132489.1356425,4490107235.084913,4287202483.3248363
CO2 - non combustion - Cement production - air,627574772115.5637,641106353041.2155,660237935382.931,656384221566.9441,685549956088.9731,716847340663.9956,750064200235.1901,792310116801.8672,851584342777.8527,908866067143.7032,960384026174.8633,1046295056443.9257,1122419689039.8008,1138590727115.9658,1173910923334.3948,1251487954315.1511,1342980837716.8928,1373487926296.3315,1424031283265.2957
CO2 - non combustion - Lime production - air,188409455149.92944,196624799141.40927,204840143132.76288,213055487123.74176,221270831115.91315,198852759284.9363,200190582485.3783,201528405684.68964,202866228885.0644,211642776015.75128,220137169250.829,234577418999.5156,243920764957.24896,260059898285.37155,250717706927.0192,266012472852.55774,278755365293.04114,330032908457.2645,350748135278.59076
Cd - non combustion - Agglomeration plant - pellets - air,623.6624494299474,575.48960970877,520.2128327459836,478.57508311626225,446.4664368426026,408.44578933193026,390.2922279045447,383.91567231334176,394.58628914214137,399.7432434526995,393.672002177836,402.06209944417253,425.2417418098308,448.53015580433316,459.4069740657477,473.8332981748781,491.8667368599636,502.23625406604026,461.96270026309173
Cd - non combustion - Agglomeration plant - sinter - air,39339.045291143986,38826.8856806983,39042.8670401367,38536.29144107459,39169.106793443774,36300.859706598356,39498.19906537923,42575.992427136516,46250.0347825405,50439.32464280309,54691.548439827864,57977.06877617636,61142.99750539234,65837.578490372,69727.53168322532,74562.0995650024,74257.78255347241,80278.72361254077,75734.32040156062
Cd - non combustion - Glass production - air,907.4617070744473,802.6042079962326,785.7336086371982,730.4287720428564,592.0432763349849,507.89161129412844,441.88384061109224,376.21196352404166,362.2762647615531,346.47227278668413,338.5370734785728,320.99977264751067,290.6495521553861,284.651779831601,246.48382017252317,230.53070344748994,230.53070344739555,249.73520779361883,250.64069846847238
"Cd - non combustion - Nickel, unwrought - air",1190.9673373965747,1275.0088102345983,1329.8469866702255,1384.868353974465,1393.301043086575,1487.8277003028513,1724.7766456886686,1738.6561587169222,1776.9999285979923,2080.830523715277,2122.2342721423947,2316.752928457205,2434.733982926593,2535.282294762494,2824.3602624909536,2891.9780860186925,2891.978086019422,3006.2049996414075,2859.0098927620993
Cd - non combustion - Production of coke oven coke - air,238098.7681134424,230008.97645359114,225854.30092220346,210153.58019161515,195989.9736508281,195286.68858091848,198979.50530773913,194922.06123728264,219814.6406406479,238781.24431320227,280008.280588223,304566.8909190522,318202.75848641724,325228.61438222375,332065.7207146189,357611.2935613832,395895.5882147046,470642.8905496858,486767.35073477624
Cd - non combustion - Production of gascoke - air,1989.6599399989057,1822.956504296762,1887.4938729267108,2025.9232668460934,2196.25631773071,2240.6323084542387,2248.624745865508,1972.4029193386255,2024.396981132608,2575.395999677539,2540.3596776157706,2486.32071208751,2688.2106265464004,2276.1288427016,1880.1069920379673,1988.7951146469447,1650.1798187378706,2018.4690948822,2266.255408924182
"Cd - non combustion - Refined copper; unwrought, not alloyed - air",22231.47388842377,23806.692043781535,25004.983897181814,22565.08363722554,22761.174495081108,23110.36396999981,24333.760828591418,23272.771840740206,23102.888905853255,24032.695612504624,18813.116123051484,19258.29297283342,19457.46178617789,19805.41508843571,24218.64448588075,21701.860463558158,21701.860463561563,23506.95388576936,22446.760815046975
"Cd - non combustion - Refined lead, unwrought - air",9694.493248951996,9719.4542742882,9758.485640927882,9911.334011856072,10295.781594945482,11452.522155572387,11352.635795167776,11561.182368243006,11508.393464090435,12579.158979559123,13391.992629695793,14398.592688573408,14579.657234429535,15630.589865285874,16535.2820536448,17424.295549603685,17424.29554959579,18424.48362199115,19009.955479458135
Cd - non combustion - Steel production: basic oxygen furnace - air,2055468.751511526,1968267.7491193246,1882174.8629307502,1797018.3310618189,1712693.9209252272,2484132.8308747523,1919291.9179370438,1956208.3004693436,2146404.251809741,2653039.082923827,3097635.72762531,3869501.8259720383,4567897.252034177,4060246.7738834834,2381567.2431191513,4214825.187755513,5434173.22580742,6093828.999925036,5737245.374728574
Cd - non combustion - Steel production: electric arc furnace - air,5341553.223384957,5101809.522669622,4864884.250079917,4630058.396456847,4396797.319604545,7442682.801459716,4981150.760796061,4543450.54044526,4521228.774066154,4813616.475853957,4935580.496607618,5731970.156604409,6449022.446412165,6106276.567565606,4791030.137509327,6480172.39403293,7476354.768193007,8470917.77389838,8299526.978382503
Cd - non combustion - Steel production: open hearth furnace - air,333072.89134104946,303288.10036241455,273503.30938454607,243718.51840610473,213933.72742839056,210481.04041810808,208028.4158624216,218443.37856684378,231995.25503266059,251669.9156556202,269682.04314434173,277255.2893835126,282317.6325119273,265511.05839113507,230914.9764372649,253559.32381186116,248221.87514468082,267084.9817072161,246038.9212428409
Cd - non combustion - Unrefined copper; copper anodes for electrolytic refining - air,23944.034712580644,22968.853670926983,23900.157409939617,23298.46578429769,22194.138447884197,20101.517802114013,21631.41142074084,21208.470934086174,21417.49785266557,19836.879149390963,25693.09614625271,20979.865489300297,21002.094823021638,21773.983347848793,22254.374919321646,22743.979736957946,22743.979736966503,24208.666742298916,22661.801042974017
"Cd - non combustion - Zinc, unwrought, not alloyed - air",16876.31472273548,16946.590709126285,17769.319537848532,16650.32681759514,16815.107313453485,17328.213605611476,18006.29104076746,19422.16879835611,19081.617266654113,20837.985486625425,20166.184648181326,21465.423929129145,23162.375050911003,23882.768672093043,24176.99693677138,26123.36763557538,26123.367635567276,26739.98355428242,27366.88011635638
Cr - non combustion - Agglomeration plant - pellets - air,13096.9114380321,12085.281803883616,10924.469487662936,10050.076745442937,9375.795173698438,8577.361575966735,8196.136785998126,8062.229118579528,8286.312071982138,8394.608112512122,8267.112045733478,8443.304088323997,8930.076578004693,9419.13327188639,9647.546455378146,9950.499261670448,10329.201474054113,10546.961335391068,9701.216705528015
Cr - non combustion - Agglomeration plant - sinter - air,157356.1811645853,155307.5427228119,156171.46816063215,154145.16576415303,156676.42717373444,145203.43882620652,157992.79626165633,170303.96970857566,185000.13912996106,201757.2985712268,218766.19375887295,231908.2751048931,244571.99002146788,263350.3139619335,278910.126732501,298248.398260279,297031.1302146322,321114.89444993925,302937.28160593286
Cr - non combustion - Glass production - air,1605.5091740546789,1419.9920603013913,1390.1440768192997,1292.2970582279402,1047.4611812082771,898.5774661357925,781.7944872358104,665.6057816198405,640.9503145781724,612.9894056995233,598.9502069232154,567.9226746838752,514.2261307361716,503.61468739484957,436.08675876641104,407.8620137922816,407.86201379228515,441.8392137900113,443.44123575182005
"Cr - non combustion - Pig iron production, blast furnace - air",38209286.63280381,38875396.16438881,39495412.37752902,39501046.229810335,39095437.478087895,38804586.28383344,42851094.62664504,46441878.89508056,50336051.44932273,54782199.167266995,59841867.97339869,64369766.64377907,68695340.58747411,73650431.91994257,76869730.1994143,81913277.94949219,81913705.48093416,89146001.37059954,86024468.88539115
Cr - non combustion - Steel production: basic oxygen furnace - air,70560867.58919722,67567400.34293205,64611972.90662545,61688688.97679591,58793970.41979136,85276201.65685202,65886140.466459,67153419.26988798,73682534.01735786,91074475.98098142,106336748.85878682,132833644.77224492,156808413.1295981,139381605.67059693,81755293.42053488,144688028.8333432,186546245.06505796,209191144.77352902,196950214.35634944
Cr - non combustion - Steel production: electric arc furnace - air,2670776.6116968575,2550904.7613360737,2432442.1250353223,2315029.198228544,2198398.6598024853,3721341.400734716,2490575.380398378,2271725.2702168613,2260614.3870345633,2406808.2379211844,2467790.2483053957,2865985.0782981254,3224511.2232065047,3053138.2837773454,2395515.0687543,3240086.197012672,3738177.384091946,4235458.886949082,4149763.4891869635
Cr - non combustion - Steel production: open hearth furnace - air,957584.5626056622,871953.2885431976,786322.0144806223,700690.7404188535,615059.466356304,605132.9912017002,598081.6956051249,628024.7133801619,666986.358219313,723551.0075097017,775335.8740383651,797108.9569767176,811663.193470137,763344.2928750552,663880.5572567172,728983.055959736,713637.8910408585,767869.3224092236,707361.8985728729
Cu - non combustion - Agglomeration plant - pellets - air,22451.84817948077,20717.625949517722,18727.661978860622,17228.702992199964,16072.791726342477,14704.048415952731,14050.520204553755,13820.964203269767,14205.106409118229,14390.756764302017,14172.192078405607,14474.235579992142,15308.702705157295,16147.085608938996,16538.65106637981,17057.99873429285,17707.20252696687,18080.505146378175,16630.65720947887
